Date/Time,Year,Month,Day,Time,Temp (°„C),Temp Flag,Dew Point Temp (°„C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2017-06-10 20:00,2017,6,10,20:00,19.7,,14.3,,71,,22,,24,,16.1,,100.08,,,,,,NA
2017-06-10 21:00,2017,6,10,21:00,17.6,,14.3,,81,,25,,11,,16.1,,100.1,,,,,,NA
2017-06-10 22:00,2017,6,10,22:00,18.7,,13.8,,73,,23,,17,,16.1,,100.13,,,,,,NA
2017-06-10 23:00,2017,6,10,23:00,17.1,,14.2,,83,,24,,11,,16.1,,100.17,,,,,,NA
2017-06-11 0:00,2017,6,11,0:00,17,,14.1,,83,,25,,8,,16.1,,100.2,,,,,,NA
2017-06-11 1:00,2017,6,11,1:00,17.3,,14.6,,84,,26,,11,,16.1,,100.23,,,,,,NA
2017-06-11 2:00,2017,6,11,2:00,17.1,,14.4,,84,,23,,11,,16.1,,100.29,,,,,,NA
2017-06-11 3:00,2017,6,11,3:00,17.4,,14,,80,,19,,9,,16.1,,100.3,,,,,,NA
2017-06-11 4:00,2017,6,11,4:00,16.3,,14,,86,,22,,8,,16.1,,100.3,,,,,,NA
2017-06-11 5:00,2017,6,11,5:00,17.1,,14,,82,,20,,22,,16.1,,100.34,,,,,,NA
2017-06-11 6:00,2017,6,11,6:00,17.4,,14.2,,81,,22,,18,,16.1,,100.4,,,,,,NA
2017-06-11 7:00,2017,6,11,7:00,17.7,,14.1,,79,,25,,13,,16.1,,100.43,,,,,,NA
2017-06-11 8:00,2017,6,11,8:00,19.4,,15.1,,76,,24,,13,,16.1,,100.43,,,,,,NA
2017-06-11 9:00,2017,6,11,9:00,19.7,,14.7,,72,,21,,22,,16.1,,100.43,,,,,,NA
2017-06-11 10:00,2017,6,11,10:00,20.4,,15.2,,72,,20,,22,,16.1,,100.41,,,,,,NA
2017-06-11 11:00,2017,6,11,11:00,20.1,,14.9,,72,,20,,18,,16.1,,100.44,,,,,,NA
2017-06-11 12:00,2017,6,11,12:00,20.8,,15.5,,71,,20,,21,,16.1,,100.47,,25,,,,NA
2017-06-11 13:00,2017,6,11,13:00,21.5,,16.1,,71,,19,,22,,16.1,,100.47,,26,,,,NA
2017-06-11 14:00,2017,6,11,14:00,21.4,,16.4,,73,,19,,26,,16.1,,100.43,,26,,,,NA
2017-06-11 15:00,2017,6,11,15:00,22.3,,16.3,,68,,19,,26,,16.1,,100.41,,27,,,,NA
2017-06-11 16:00,2017,6,11,16:00,21.4,,16.2,,72,,19,,22,,16.1,,100.4,,26,,,,NA
2017-06-11 17:00,2017,6,11,17:00,21.5,,15.9,,70,,20,,21,,16.1,,100.39,,26,,,,NA
2017-06-11 18:00,2017,6,11,18:00,21.3,,15.5,,69,,21,,28,,16.1,,100.39,,26,,,,NA
2017-06-11 19:00,2017,6,11,19:00,20.3,,14.7,,70,,24,,15,,16.1,,100.43,,,,,,NA
2017-06-11 20:00,2017,6,11,20:00,18.3,,13.8,,75,,24,,9,,16.1,,100.36,,,,,,NA
2017-06-11 21:00,2017,6,11,21:00,17.6,,13.6,,77,,25,,11,,16.1,,100.43,,,,,,NA
2017-06-11 22:00,2017,6,11,22:00,18.2,,13.5,,74,,26,,13,,16.1,,100.42,,,,,,NA
2017-06-11 23:00,2017,6,11,23:00,18.2,,13.8,,75,,26,,11,,16.1,,100.39,,,,,,NA
2017-06-12 0:00,2017,6,12,0:00,17.5,,13.3,,76,,26,,11,,16.1,,100.44,,,,,,NA
2017-06-12 1:00,2017,6,12,1:00,17.5,,13.1,,75,,24,,13,,16.1,,100.51,,,,,,NA
2017-06-12 2:00,2017,6,12,2:00,17.4,,13.8,,79,,23,,9,,16.1,,100.54,,,,,,NA
2017-06-12 3:00,2017,6,12,3:00,16.5,,13.9,,85,,21,,8,,16.1,,100.5,,,,,,NA
2017-06-12 4:00,2017,6,12,4:00,16.5,,13.8,,84,,26,,8,,14.5,,100.5,,,,,,NA
2017-06-12 5:00,2017,6,12,5:00,16.1,,13.8,,86,,27,,8,,16.1,,100.57,,,,,,NA
2017-06-12 6:00,2017,6,12,6:00,17,,14.3,,84,,20,,8,,16.1,,100.62,,,,,,NA
2017-06-12 7:00,2017,6,12,7:00,17.8,,15.1,,84,,20,,11,,16.1,,100.54,,,,,,NA
2017-06-12 8:00,2017,6,12,8:00,18.2,,15,,81,,22,,11,,16.1,,100.54,,,,,,NA
2017-06-12 9:00,2017,6,12,9:00,20.1,,16,,77,,23,,13,,16.1,,100.55,,25,,,,NA
2017-06-12 10:00,2017,6,12,10:00,20.9,,16,,73,,20,,26,,16.1,,100.47,,26,,,,NA
2017-06-12 11:00,2017,6,12,11:00,22.9,,16.8,,68,,19,,26,,16.1,,100.42,,28,,,,NA
2017-06-12 12:00,2017,6,12,12:00,22.3,,16,,67,,20,,17,,16.1,,100.42,,27,,,,NA
2017-06-12 13:00,2017,6,12,13:00,21.5,,16,,71,,22,,11,,16.1,,100.41,,26,,,,NA
2017-06-12 14:00,2017,6,12,14:00,22.6,,15.5,,64,,19,,18,,16.1,,100.34,,27,,,,NA
2017-06-12 15:00,2017,6,12,15:00,20.6,,15.5,,72,,25,,9,,16.1,,100.32,,25,,,,NA
2017-06-12 16:00,2017,6,12,16:00,20.9,,15.6,,72,,23,,9,,16.1,,100.27,,25,,,,NA
2017-06-12 17:00,2017,6,12,17:00,20.2,,15.6,,75,,22,,15,,16.1,,100.24,,25,,,,NA
2017-06-12 18:00,2017,6,12,18:00,20.5,,15.1,,71,,21,,22,,16.1,,100.24,,25,,,,NA
2017-06-12 19:00,2017,6,12,19:00,19.5,,14.6,,73,,25,,9,,16.1,,100.24,,,,,,NA
2017-06-12 20:00,2017,6,12,20:00,20.5,,14.7,,69,,24,,11,,16.1,,100.25,,,,,,NA
2017-06-12 21:00,2017,6,12,21:00,19.6,,14.3,,71,,25,,9,,16.1,,100.29,,,,,,NA
2017-06-12 22:00,2017,6,12,22:00,19.5,,14.6,,73,,28,,11,,16.1,,100.3,,,,,,NA
2017-06-12 23:00,2017,6,12,23:00,20,,14.7,,71,,25,,8,,16.1,,100.34,,,,,,NA
2017-06-13 0:00,2017,6,13,0:00,18.2,,14.6,,79,,22,,5,,16.1,,100.34,,,,,,NA
2017-06-13 1:00,2017,6,13,1:00,18.8,,14.3,,75,,22,,5,,16.1,,100.33,,,,,,NA
2017-06-13 2:00,2017,6,13,2:00,17.6,,14.3,,81,,25,,8,,16.1,,100.33,,,,,,NA
2017-06-13 3:00,2017,6,13,3:00,20.8,,16.5,,76,,30,,8,,16.1,,100.35,,26,,,,NA
2017-06-13 4:00,2017,6,13,4:00,24.3,,19.2,,73,,,M,4,,16.1,,100.45,,31,,,,NA
2017-06-13 5:00,2017,6,13,5:00,23.4,,12.5,,50,,34,,17,,16.1,,100.48,,26,,,,NA
2017-06-13 6:00,2017,6,13,6:00,22.4,,11.3,,49,,,M,4,,16.1,,100.48,,,,,,NA
2017-06-13 7:00,2017,6,13,7:00,21.2,,11.1,,52,,28,,13,,16.1,,100.59,,,,,,NA
2017-06-13 8:00,2017,6,13,8:00,23.2,,10.5,,44,,35,,11,,16.1,,100.62,,25,,,,NA
2017-06-13 9:00,2017,6,13,9:00,21.6,,12.8,,57,,11,,9,,16.1,,100.59,,,,,,NA
2017-06-13 10:00,2017,6,13,10:00,20.7,,15.3,,71,,21,,4,,16.1,,100.63,,25,,,,NA
2017-06-13 11:00,2017,6,13,11:00,23.4,,14.2,,56,,32,,13,,16.1,,100.66,,27,,,,NA
2017-06-13 12:00,2017,6,13,12:00,22.6,,15,,62,,7,,9,,16.1,,100.67,,27,,,,NA
2017-06-13 13:00,2017,6,13,13:00,20.8,,16.6,,77,,36,,15,,16.1,,100.73,,26,,,,Rain
2017-06-13 14:00,2017,6,13,14:00,21.3,,15.2,,68,,34,,13,,16.1,,100.65,,25,,,,NA
2017-06-13 15:00,2017,6,13,15:00,21.7,,15,,65,,8,,9,,16.1,,100.63,,26,,,,NA
2017-06-13 16:00,2017,6,13,16:00,22.6,,16.5,,68,,6,,8,,16.1,,100.62,,28,,,,NA
2017-06-13 17:00,2017,6,13,17:00,22.1,,17,,73,,12,,9,,16.1,,100.63,,27,,,,NA
2017-06-13 18:00,2017,6,13,18:00,22.6,,17.8,,74,,14,,5,,16.1,,100.63,,28,,,,NA
2017-06-13 19:00,2017,6,13,19:00,17.7,,15.9,,89,,19,,5,,16.1,,100.63,,,,,,NA
2017-06-13 20:00,2017,6,13,20:00,16.5,,15.4,,93,,25,,4,,16.1,,100.68,,,,,,NA
2017-06-13 21:00,2017,6,13,21:00,18,,16.1,,89,,,,0,,16.1,,100.73,,,,,,NA
2017-06-13 22:00,2017,6,13,22:00,18.1,,16.6,,91,,,,0,,16.1,,100.73,,,,,,NA
2017-06-13 23:00,2017,6,13,23:00,17.3,,16.2,,93,,,,0,,14.5,,100.72,,,,,,NA
2017-06-14 0:00,2017,6,14,0:00,17.2,,16.4,,95,,,,0,,12.9,,100.79,,,,,,NA
2017-06-14 1:00,2017,6,14,1:00,17.1,,16.5,,96,,9,,5,,8.1,,100.75,,,,,,Fog
2017-06-14 2:00,2017,6,14,2:00,17.4,,16.8,,96,,8,,11,,9.7,,100.76,,,,,,Fog
2017-06-14 3:00,2017,6,14,3:00,15.3,,14.8,,97,,21,,5,,0.2,,100.81,,,,,,Fog
2017-06-14 4:00,2017,6,14,4:00,15.1,,14.8,,98,,20,,5,,3.2,,100.82,,,,,,Fog
2017-06-14 5:00,2017,6,14,5:00,17.4,,17.1,,98,,5,,5,,16.1,,100.89,,,,,,NA
2017-06-14 6:00,2017,6,14,6:00,17.5,,9.7,,60,,6,,30,,16.1,,100.95,,,,,,NA
2017-06-14 7:00,2017,6,14,7:00,17.4,,8.1,,54,,6,,32,,16.1,,101.04,,,,,,NA
2017-06-14 8:00,2017,6,14,8:00,17.7,,8.2,,53,,6,,32,,16.1,,101.06,,,,,,NA
2017-06-14 9:00,2017,6,14,9:00,17.8,,8,,52,,7,,26,,16.1,,101.07,,,,,,NA
2017-06-14 10:00,2017,6,14,10:00,17.6,,8.9,,56,,7,,32,,16.1,,101.08,,,,,,NA
2017-06-14 11:00,2017,6,14,11:00,17.4,,8.2,,55,,7,,26,,16.1,,101.06,,,,,,NA
2017-06-14 12:00,2017,6,14,12:00,17.8,,9.3,,57,,7,,26,,16.1,,101.02,,,,,,NA
2017-06-14 13:00,2017,6,14,13:00,17.9,,8.9,,55,,7,,28,,16.1,,100.99,,,,,,NA
2017-06-14 14:00,2017,6,14,14:00,18.8,,9,,53,,8,,30,,16.1,,100.99,,,,,,NA
2017-06-14 15:00,2017,6,14,15:00,18.3,,9.4,,56,,7,,24,,16.1,,100.92,,,,,,NA
2017-06-14 16:00,2017,6,14,16:00,18.4,,9.2,,55,,7,,24,,16.1,,100.87,,,,,,NA
2017-06-14 17:00,2017,6,14,17:00,18.6,,8.6,,52,,7,,15,,16.1,,100.79,,,,,,NA
2017-06-14 18:00,2017,6,14,18:00,18,,8.2,,52,,7,,18,,16.1,,100.71,,,,,,NA
2017-06-14 19:00,2017,6,14,19:00,17.4,,8.4,,55,,7,,18,,16.1,,100.71,,,,,,NA
2017-06-14 20:00,2017,6,14,20:00,16.8,,9.3,,61,,7,,17,,16.1,,100.7,,,,,,NA
2017-06-14 21:00,2017,6,14,21:00,17,,9,,59,,7,,18,,16.1,,100.72,,,,,,NA
2017-06-14 22:00,2017,6,14,22:00,16.9,,8.7,,58,,6,,21,,16.1,,100.76,,,,,,NA
2017-06-14 23:00,2017,6,14,23:00,16.4,,10.1,,66,,7,,17,,16.1,,100.71,,,,,,NA
2017-06-15 0:00,2017,6,15,0:00,17,,8.1,,55,,6,,24,,16.1,,100.61,,,,,,NA
2017-06-15 1:00,2017,6,15,1:00,16.9,,7.9,,55,,8,,17,,16.1,,100.57,,,,,,NA
2017-06-15 2:00,2017,6,15,2:00,16.9,,8,,56,,6,,28,,16.1,,100.51,,,,,,NA
2017-06-15 3:00,2017,6,15,3:00,16.5,,8,,57,,7,,35,,16.1,,100.46,,,,,,NA
2017-06-15 4:00,2017,6,15,4:00,16.1,,9,,63,,7,,30,,16.1,,100.44,,,,,,NA
2017-06-15 5:00,2017,6,15,5:00,16.2,,9.7,,65,,6,,32,,16.1,,100.36,,,,,,NA
2017-06-15 6:00,2017,6,15,6:00,15.9,,10.1,,68,,6,,35,,16.1,,100.35,,,,,,NA
2017-06-15 7:00,2017,6,15,7:00,15.5,,10.7,,73,,7,,32,,16.1,,100.39,,,,,,NA
2017-06-15 8:00,2017,6,15,8:00,15.9,,11.1,,73,,6,,28,,16.1,,100.37,,,,,,NA
2017-06-15 9:00,2017,6,15,9:00,16.2,,12,,76,,7,,26,,16.1,,100.34,,,,,,NA
2017-06-15 10:00,2017,6,15,10:00,16.1,,12.4,,79,,7,,28,,16.1,,100.34,,,,,,NA
2017-06-15 11:00,2017,6,15,11:00,16.1,,12.7,,80,,6,,32,,16.1,,100.29,,,,,,NA
2017-06-15 12:00,2017,6,15,12:00,15.9,,13.1,,83,,6,,30,,16.1,,100.27,,,,,,NA
2017-06-15 13:00,2017,6,15,13:00,16.1,,13.9,,87,,6,,28,,16.1,,100.22,,,,,,NA
2017-06-15 14:00,2017,6,15,14:00,16.3,,13.5,,84,,6,,30,,16.1,,100.19,,,,,,NA
2017-06-15 15:00,2017,6,15,15:00,17,,13.6,,80,,7,,22,,16.1,,100.15,,,,,,NA
2017-06-15 16:00,2017,6,15,16:00,18,,14,,77,,6,,22,,16.1,,100.09,,,,,,NA
2017-06-15 17:00,2017,6,15,17:00,17.8,,14.1,,79,,6,,28,,16.1,,100.03,,,,,,NA
2017-06-15 18:00,2017,6,15,18:00,17.4,,14.5,,83,,6,,21,,16.1,,100.07,,,,,,Rain
2017-06-15 19:00,2017,6,15,19:00,17.3,,14.8,,85,,7,,21,,16.1,,100.02,,,,,,NA
2017-06-15 20:00,2017,6,15,20:00,18,,15.5,,85,,7,,8,,16.1,,100.09,,,,,,NA
2017-06-15 21:00,2017,6,15,21:00,17.9,,15.6,,86,,8,,5,,16.1,,100.07,,,,,,NA
2017-06-15 22:00,2017,6,15,22:00,15,,14.1,,94,,21,,9,,16.1,,100.05,,,,,,NA
2017-06-15 23:00,2017,6,15,23:00,15.7,,14.6,,93,,23,,5,,16.1,,100.03,,,,,,NA
2017-06-16 0:00,2017,6,16,0:00,15.7,,14.6,,93,,27,,5,,16.1,,100,,,,,,NA
2017-06-16 1:00,2017,6,16,1:00,16.1,,14.8,,92,,13,,5,,16.1,,99.97,,,,,,NA
2017-06-16 2:00,2017,6,16,2:00,15.4,,14.3,,93,,,M,4,,16.1,,99.95,,,,,,NA
2017-06-16 3:00,2017,6,16,3:00,15.6,,14.7,,94,,22,,5,,16.1,,99.95,,,,,,NA
2017-06-16 4:00,2017,6,16,4:00,15.6,,14.5,,93,,18,,5,,16.1,,99.97,,,,,,NA
2017-06-16 5:00,2017,6,16,5:00,15.5,,14.7,,95,,,,0,,16.1,,100.01,,,,,,NA
2017-06-16 6:00,2017,6,16,6:00,16.3,,14.9,,91,,,,0,,16.1,,100.01,,,,,,NA
2017-06-16 7:00,2017,6,16,7:00,16.9,,14.8,,87,,24,,5,,16.1,,100.07,,,,,,NA
2017-06-16 8:00,2017,6,16,8:00,18.7,,15.7,,82,,22,,5,,16.1,,100.06,,,,,,NA
2017-06-16 9:00,2017,6,16,9:00,20.4,,16.5,,78,,14,,8,,16.1,,100.03,,25,,,,NA
2017-06-16 10:00,2017,6,16,10:00,20.7,,17.2,,80,,,M,4,,16.1,,100.05,,26,,,,NA
2017-06-16 11:00,2017,6,16,11:00,20.2,,17,,82,,8,,11,,16.1,,100.05,,25,,,,NA
2017-06-16 12:00,2017,6,16,12:00,19.8,,17.1,,84,,8,,15,,16.1,,100,,,,,,NA
2017-06-16 13:00,2017,6,16,13:00,20.2,,17.3,,83,,6,,15,,16.1,,99.97,,26,,,,NA
2017-06-16 14:00,2017,6,16,14:00,21,,17.6,,81,,7,,9,,16.1,,99.95,,27,,,,NA
2017-06-16 15:00,2017,6,16,15:00,22.2,,18.5,,79,,6,,8,,16.1,,99.93,,29,,,,NA
2017-06-16 16:00,2017,6,16,16:00,23.3,,19,,76,,6,,8,,16.1,,99.9,,30,,,,NA
2017-06-16 17:00,2017,6,16,17:00,21.9,,18.5,,81,,6,,9,,16.1,,99.88,,28,,,,NA
2017-06-16 18:00,2017,6,16,18:00,21.4,,18.1,,81,,6,,11,,16.1,,99.86,,27,,,,NA
2017-06-16 19:00,2017,6,16,19:00,19.7,,16.8,,83,,8,,11,,16.1,,99.89,,,,,,NA
2017-06-16 20:00,2017,6,16,20:00,21.9,,18.4,,80,,26,,15,,11.3,,100.01,,28,,,,Rain
2017-06-16 21:00,2017,6,16,21:00,22.6,,17.8,,74,,36,,8,,16.1,,99.95,,28,,,,NA
2017-06-16 22:00,2017,6,16,22:00,20.4,,17.9,,85,,,M,4,,16.1,,100.01,,26,,,,NA
2017-06-16 23:00,2017,6,16,23:00,19.6,,18.3,,92,,,,0,,16.1,,100.01,,,,,,NA
2017-06-17 0:00,2017,6,17,0:00,18.8,,17.5,,92,,25,,8,,16.1,,99.98,,,,,,NA
2017-06-17 1:00,2017,6,17,1:00,20,,16.7,,81,,36,,4,,16.1,,99.89,,25,,,,NA
2017-06-17 2:00,2017,6,17,2:00,18.8,,16.8,,88,,,M,8,,16.1,,99.95,,,,,,NA
2017-06-17 3:00,2017,6,17,3:00,19.5,,17.2,,86,,,,0,,16.1,,99.88,,,,,,NA
2017-06-17 4:00,2017,6,17,4:00,20.3,,16.4,,78,,,,0,,16.1,,99.9,,25,,,,NA
2017-06-17 5:00,2017,6,17,5:00,18.5,,16.4,,87,,7,,11,,16.1,,99.93,,,,,,NA
2017-06-17 6:00,2017,6,17,6:00,17.7,,16.4,,92,,6,,13,,16.1,,99.98,,,,,,NA
2017-06-17 7:00,2017,6,17,7:00,20.2,,16.5,,79,,8,,9,,16.1,,99.95,,25,,,,NA
2017-06-17 8:00,2017,6,17,8:00,20.8,,17,,78,,7,,11,,16.1,,99.98,,26,,,,NA
2017-06-17 9:00,2017,6,17,9:00,19.5,,16.4,,82,,7,,11,,16.1,,99.98,,,,,,NA
2017-06-17 10:00,2017,6,17,10:00,21.3,,17.5,,79,,8,,11,,16.1,,99.96,,27,,,,NA
2017-06-17 11:00,2017,6,17,11:00,20.4,,17.7,,84,,9,,13,,16.1,,99.9,,26,,,,NA
2017-06-17 12:00,2017,6,17,12:00,21.5,,18.5,,83,,8,,21,,16.1,,99.83,,28,,,,NA
2017-06-17 13:00,2017,6,17,13:00,21.3,,18.1,,82,,8,,22,,16.1,,99.78,,27,,,,NA
2017-06-17 14:00,2017,6,17,14:00,20.6,,17.8,,84,,7,,26,,16.1,,99.8,,26,,,,Thunderstorms
2017-06-17 15:00,2017,6,17,15:00,22.2,,18.5,,79,,6,,13,,16.1,,99.84,,29,,,,NA
2017-06-17 16:00,2017,6,17,16:00,22.8,,19.5,,81,,7,,17,,16.1,,99.78,,30,,,,NA
2017-06-17 17:00,2017,6,17,17:00,21.5,,18.9,,85,,9,,21,,16.1,,99.69,,28,,,,NA
2017-06-17 18:00,2017,6,17,18:00,22.2,,18.6,,80,,8,,17,,16.1,,99.67,,29,,,,NA
2017-06-17 19:00,2017,6,17,19:00,20.8,,18.8,,88,,7,,18,,16.1,,99.62,,27,,,,NA
2017-06-17 20:00,2017,6,17,20:00,20.3,,18.5,,90,,7,,15,,16.1,,99.64,,27,,,,NA
2017-06-17 21:00,2017,6,17,21:00,21,,18.4,,85,,7,,13,,16.1,,99.68,,27,,,,NA
2017-06-17 22:00,2017,6,17,22:00,21.2,,18.3,,83,,9,,8,,16.1,,99.65,,27,,,,NA
2017-06-17 23:00,2017,6,17,23:00,21.3,,18.9,,86,,8,,8,,16.1,,99.6,,28,,,,NA
2017-06-18 0:00,2017,6,18,0:00,20.1,,18.1,,88,,8,,8,,16.1,,99.57,,26,,,,NA
2017-06-18 1:00,2017,6,18,1:00,21,,18.4,,85,,9,,11,,16.1,,99.49,,27,,,,NA
2017-06-18 2:00,2017,6,18,2:00,20.2,,18.2,,88,,8,,9,,16.1,,99.45,,26,,,,NA
2017-06-18 3:00,2017,6,18,3:00,19.7,,18,,90,,7,,5,,16.1,,99.41,,,,,,NA
2017-06-18 4:00,2017,6,18,4:00,19.6,,18.1,,91,,9,,9,,16.1,,99.37,,,,,,NA
2017-06-18 5:00,2017,6,18,5:00,20.1,,18.1,,88,,,M,4,,16.1,,99.35,,26,,,,NA
2017-06-18 6:00,2017,6,18,6:00,20.8,,18.2,,85,,,M,4,,16.1,,99.37,,27,,,,NA
2017-06-18 7:00,2017,6,18,7:00,20.4,,18.2,,87,,,M,4,,16.1,,99.32,,27,,,,NA
2017-06-18 8:00,2017,6,18,8:00,19.9,,18.4,,91,,24,,9,,14.5,,99.35,,,,,,Rain
2017-06-18 9:00,2017,6,18,9:00,21.7,,19.3,,86,,,M,5,,16.1,,99.3,,29,,,,NA
2017-06-18 10:00,2017,6,18,10:00,21.9,,19,,83,,20,,11,,16.1,,99.24,,29,,,,NA
2017-06-18 11:00,2017,6,18,11:00,22.6,,18.8,,79,,19,,26,,16.1,,99.22,,29,,,,NA
2017-06-18 12:00,2017,6,18,12:00,23.2,,18.5,,74,,20,,28,,16.1,,99.19,,30,,,,NA
2017-06-18 13:00,2017,6,18,13:00,23.7,,18.8,,74,,20,,26,,16.1,,99.17,,30,,,,NA
2017-06-18 14:00,2017,6,18,14:00,23,,18.5,,76,,19,,21,,16.1,,99.09,,29,,,,NA
2017-06-18 15:00,2017,6,18,15:00,22.3,,18,,76,,21,,22,,16.1,,99.1,,28,,,,NA
2017-06-18 16:00,2017,6,18,16:00,21.6,,18.6,,83,,21,,30,,16.1,,99.11,,28,,,,Rain
2017-06-18 17:00,2017,6,18,17:00,19.3,,17.8,,91,,21,,21,,16.1,,99.2,,,,,,Rain
2017-06-18 18:00,2017,6,18,18:00,19.8,,17.6,,87,,22,,13,,16.1,,99.19,,,,,,NA
2017-06-18 19:00,2017,6,18,19:00,20.4,,18.6,,89,,19,,13,,16.1,,99.22,,27,,,,NA
2017-06-18 20:00,2017,6,18,20:00,19.5,,18.2,,92,,24,,13,,16.1,,99.29,,,,,,NA
2017-06-18 21:00,2017,6,18,21:00,19,,17.2,,89,,24,,11,,16.1,,99.39,,,,,,NA
2017-06-18 22:00,2017,6,18,22:00,19.9,,16.8,,82,,23,,15,,16.1,,99.45,,,,,,NA
2017-06-18 23:00,2017,6,18,23:00,18.4,,16.2,,87,,21,,13,,16.1,,99.5,,,,,,NA
2017-06-19 0:00,2017,6,19,0:00,18.1,,16.5,,90,,24,,9,,16.1,,99.53,,,,,,NA
2017-06-19 1:00,2017,6,19,1:00,17.9,,16.1,,89,,24,,9,,16.1,,99.55,,,,,,NA
2017-06-19 2:00,2017,6,19,2:00,17.5,,16,,91,,27,,8,,16.1,,99.57,,,,,,NA
2017-06-19 3:00,2017,6,19,3:00,17.4,,15.8,,90,,23,,11,,16.1,,99.57,,,,,,NA
2017-06-19 4:00,2017,6,19,4:00,16.6,,15.6,,94,,24,,11,,16.1,,99.64,,,,,,NA
2017-06-19 5:00,2017,6,19,5:00,16.5,,15.4,,93,,23,,8,,16.1,,99.69,,,,,,NA
2017-06-19 6:00,2017,6,19,6:00,17.5,,15.5,,88,,25,,11,,16.1,,99.71,,,,,,NA
2017-06-19 7:00,2017,6,19,7:00,18.1,,15.7,,85,,25,,9,,16.1,,99.78,,,,,,NA
2017-06-19 8:00,2017,6,19,8:00,18.7,,15.8,,83,,20,,13,,16.1,,99.78,,,,,,NA
2017-06-19 9:00,2017,6,19,9:00,19.6,,15.9,,79,,20,,18,,16.1,,99.78,,,,,,NA
2017-06-19 10:00,2017,6,19,10:00,20.4,,16.6,,79,,19,,18,,16.1,,99.78,,25,,,,NA
2017-06-19 11:00,2017,6,19,11:00,21.4,,16,,71,,19,,21,,16.1,,99.79,,26,,,,NA
2017-06-19 12:00,2017,6,19,12:00,21.7,,15.6,,68,,19,,18,,16.1,,99.77,,26,,,,NA
2017-06-19 13:00,2017,6,19,13:00,22.9,,15.2,,62,,25,,8,,16.1,,99.74,,27,,,,NA
2017-06-19 14:00,2017,6,19,14:00,26.3,,14.7,,48,,25,,18,,16.1,,99.66,,30,,,,NA
2017-06-19 15:00,2017,6,19,15:00,25.1,,13.7,,49,,24,,21,,16.1,,99.61,,28,,,,NA
2017-06-19 16:00,2017,6,19,16:00,23.3,,15.2,,60,,21,,13,,16.1,,99.63,,27,,,,NA
2017-06-19 17:00,2017,6,19,17:00,23.2,,14.8,,59,,20,,13,,16.1,,99.61,,27,,,,NA
2017-06-19 18:00,2017,6,19,18:00,21.7,,14.9,,65,,25,,13,,16.1,,99.62,,26,,,,NA
2017-06-19 19:00,2017,6,19,19:00,19.5,,15.9,,79,,21,,30,,16.1,,99.68,,,,,,NA
2017-06-19 20:00,2017,6,19,20:00,18.3,,15.6,,84,,22,,17,,16.1,,99.69,,,,,,NA
2017-06-19 21:00,2017,6,19,21:00,17.9,,15.6,,86,,24,,13,,16.1,,99.78,,,,,,NA
2017-06-19 22:00,2017,6,19,22:00,21.1,,14.4,,65,,32,,17,,16.1,,99.78,,25,,,,NA
2017-06-19 23:00,2017,6,19,23:00,20.5,,12.8,,61,,29,,11,,16.1,,99.86,,,,,,NA
2017-06-20 0:00,2017,6,20,0:00,17.2,,15.2,,88,,21,,21,,16.1,,99.84,,,,,,Rain
2017-06-20 1:00,2017,6,20,1:00,16.7,,15.2,,91,,28,,11,,16.1,,99.83,,,,,,NA
2017-06-20 2:00,2017,6,20,2:00,16.5,,15.2,,92,,25,,8,,16.1,,99.81,,,,,,NA
2017-06-20 3:00,2017,6,20,3:00,16.6,,15.5,,93,,27,,9,,16.1,,99.8,,,,,,Rain
2017-06-20 4:00,2017,6,20,4:00,16.7,,15.6,,93,,25,,9,,16.1,,99.84,,,,,,NA
2017-06-20 5:00,2017,6,20,5:00,17.1,,15,,87,,26,,24,,16.1,,99.94,,,,,,NA
2017-06-20 6:00,2017,6,20,6:00,16.8,,15,,89,,24,,11,,16.1,,100,,,,,,NA
2017-06-20 7:00,2017,6,20,7:00,16.9,,15.4,,91,,22,,21,,16.1,,100.08,,,,,,NA
2017-06-20 8:00,2017,6,20,8:00,16.6,,15.1,,91,,21,,21,,16.1,,100.12,,,,,,NA
2017-06-20 9:00,2017,6,20,9:00,17.6,,15.6,,88,,22,,21,,16.1,,100.15,,,,,,NA
2017-06-20 10:00,2017,6,20,10:00,17,,14.9,,87,,19,,18,,16.1,,100.14,,,,,,Thunderstorms
2017-06-20 11:00,2017,6,20,11:00,18.5,,15.6,,83,,20,,8,,16.1,,100.13,,,,,,NA
2017-06-20 12:00,2017,6,20,12:00,20.1,,13.6,,66,,26,,21,,16.1,,100.07,,,,,,NA
2017-06-20 13:00,2017,6,20,13:00,22.3,,12.8,,54,,26,,21,,16.1,,100.08,,25,,,,NA
2017-06-20 14:00,2017,6,20,14:00,22.1,,13,,56,,26,,26,,16.1,,100.11,,25,,,,Thunderstorms
2017-06-20 15:00,2017,6,20,15:00,22.8,,11.8,,50,,29,,28,,16.1,,100.12,,25,,,,NA
2017-06-20 16:00,2017,6,20,16:00,23.4,,10.7,,44,,27,,35,,16.1,,100.12,,25,,,,NA
2017-06-20 17:00,2017,6,20,17:00,22.6,,11.2,,48,,26,,32,,16.1,,100.14,,,,,,NA
